0,-36497292.0
1,-13467548.0
2,-2118036.75
3,-344572.03125
4,-531979.3125
5,-936452.25
6,-344961.125
7,-439765.40625
8,61675.6875
9,-851399.25
10,-338853.65625
11,-427904.0625
12,204731.984375
13,-772847.6875
14,-135810.78125
15,-416935.40625
16,138832.8125
17,-769720.9375
18,-13188.7275390625
19,-680347.375
